Start Date/Time,End Date/Time,Duration (secs)
24-Jun-2023 06:46:47,24-Jun-2023 06:49:17,150
24-Jun-2023 06:51:17,24-Jun-2023 06:52:17,60
24-Jun-2023 21:32:08,24-Jun-2023 21:37:08,300
24-Jun-2023 21:38:08,24-Jun-2023 21:57:08,1140
24-Jun-2023 21:57:08,24-Jun-2023 21:58:38,90
24-Jun-2023 21:58:38,24-Jun-2023 22:14:08,930
24-Jun-2023 22:14:08,24-Jun-2023 22:32:38,1110
24-Jun-2023 22:32:38,24-Jun-2023 22:47:38,900
24-Jun-2023 22:49:08,24-Jun-2023 23:28:38,2370
24-Jun-2023 23:28:38,24-Jun-2023 23:31:38,180
24-Jun-2023 23:31:38,24-Jun-2023 23:45:08,810
24-Jun-2023 23:45:08,25-Jun-2023 00:02:08,1020
25-Jun-2023 00:03:08,25-Jun-2023 00:14:08,660
25-Jun-2023 00:14:08,25-Jun-2023 00:36:08,1320
25-Jun-2023 00:36:08,25-Jun-2023 00:37:38,90
25-Jun-2023 00:38:38,25-Jun-2023 00:44:08,330
25-Jun-2023 00:45:08,25-Jun-2023 01:24:08,2340
25-Jun-2023 01:24:08,25-Jun-2023 01:29:38,330
25-Jun-2023 01:29:38,25-Jun-2023 01:30:38,60
25-Jun-2023 01:30:38,25-Jun-2023 01:40:08,570
25-Jun-2023 01:40:08,25-Jun-2023 01:43:08,180
25-Jun-2023 01:43:38,25-Jun-2023 01:47:38,240
25-Jun-2023 02:28:38,25-Jun-2023 03:25:38,3420
25-Jun-2023 03:25:38,25-Jun-2023 03:51:38,1560
25-Jun-2023 03:52:08,25-Jun-2023 03:54:38,150
25-Jun-2023 03:55:38,25-Jun-2023 05:04:38,4140
25-Jun-2023 05:04:38,25-Jun-2023 05:37:08,1950
25-Jun-2023 22:21:24,25-Jun-2023 22:33:54,750
25-Jun-2023 22:33:54,25-Jun-2023 22:50:24,990
25-Jun-2023 22:50:54,25-Jun-2023 23:10:54,1200
25-Jun-2023 23:10:54,25-Jun-2023 23:26:54,960
25-Jun-2023 23:27:54,25-Jun-2023 23:39:24,690
25-Jun-2023 23:40:24,25-Jun-2023 23:50:54,630
25-Jun-2023 23:50:54,25-Jun-2023 23:57:24,390
25-Jun-2023 23:57:24,26-Jun-2023 00:00:24,180
26-Jun-2023 00:00:24,26-Jun-2023 00:10:54,630
26-Jun-2023 00:10:54,26-Jun-2023 00:16:24,330
26-Jun-2023 00:16:24,26-Jun-2023 00:21:24,300
26-Jun-2023 00:21:24,26-Jun-2023 00:37:54,990
26-Jun-2023 00:38:54,26-Jun-2023 01:48:54,4200
26-Jun-2023 01:48:54,26-Jun-2023 01:51:54,180
26-Jun-2023 01:53:54,26-Jun-2023 02:02:24,510
26-Jun-2023 02:02:24,26-Jun-2023 02:26:54,1470
26-Jun-2023 02:26:54,26-Jun-2023 02:27:24,30
26-Jun-2023 02:27:54,26-Jun-2023 02:29:54,120
26-Jun-2023 02:30:24,26-Jun-2023 02:58:54,1710
26-Jun-2023 03:29:24,26-Jun-2023 03:39:24,600
26-Jun-2023 03:41:54,26-Jun-2023 04:14:54,1980
26-Jun-2023 04:14:54,26-Jun-2023 04:41:54,1620
26-Jun-2023 04:41:54,26-Jun-2023 04:43:54,120
26-Jun-2023 21:53:51,26-Jun-2023 22:08:51,900
26-Jun-2023 22:08:51,26-Jun-2023 22:11:21,150
26-Jun-2023 22:11:21,26-Jun-2023 22:17:51,390
26-Jun-2023 22:17:51,26-Jun-2023 22:46:51,1740
26-Jun-2023 22:46:51,26-Jun-2023 23:01:51,900
26-Jun-2023 23:04:51,26-Jun-2023 23:37:21,1950
26-Jun-2023 23:37:21,27-Jun-2023 00:07:51,1830
27-Jun-2023 00:09:51,27-Jun-2023 00:25:51,960
27-Jun-2023 00:26:51,27-Jun-2023 01:32:51,3960
27-Jun-2023 01:36:51,27-Jun-2023 01:56:51,1200
27-Jun-2023 01:56:51,27-Jun-2023 02:04:51,480
27-Jun-2023 02:04:51,27-Jun-2023 02:05:51,60
27-Jun-2023 02:06:21,27-Jun-2023 02:14:21,480
27-Jun-2023 02:14:21,27-Jun-2023 02:25:51,690
27-Jun-2023 02:25:51,27-Jun-2023 02:31:51,360
27-Jun-2023 02:31:51,27-Jun-2023 02:32:51,60
27-Jun-2023 02:35:51,27-Jun-2023 03:05:21,1770
27-Jun-2023 03:05:21,27-Jun-2023 03:10:21,300
27-Jun-2023 03:10:51,27-Jun-2023 03:41:51,1860
27-Jun-2023 03:41:51,27-Jun-2023 04:15:51,2040
27-Jun-2023 04:16:21,27-Jun-2023 04:50:51,2070
27-Jun-2023 04:51:51,27-Jun-2023 04:52:51,60
27-Jun-2023 22:09:21,27-Jun-2023 22:13:51,270
27-Jun-2023 22:15:51,27-Jun-2023 22:27:51,720
27-Jun-2023 22:27:51,27-Jun-2023 22:32:51,300
27-Jun-2023 22:32:51,27-Jun-2023 22:36:21,210
27-Jun-2023 22:36:21,27-Jun-2023 22:45:51,570
27-Jun-2023 22:45:51,27-Jun-2023 22:56:51,660
27-Jun-2023 22:56:51,27-Jun-2023 23:00:21,210
27-Jun-2023 23:00:21,27-Jun-2023 23:04:51,270
27-Jun-2023 23:05:51,27-Jun-2023 23:16:51,660
27-Jun-2023 23:16:51,27-Jun-2023 23:51:51,2100
27-Jun-2023 23:51:51,28-Jun-2023 00:05:21,810
28-Jun-2023 00:05:21,28-Jun-2023 00:16:51,690
28-Jun-2023 00:16:51,28-Jun-2023 01:28:21,4290
28-Jun-2023 01:29:21,28-Jun-2023 01:59:51,1830
28-Jun-2023 01:59:51,28-Jun-2023 02:08:21,510
28-Jun-2023 02:12:21,28-Jun-2023 03:25:51,4410
28-Jun-2023 03:25:51,28-Jun-2023 03:27:51,120
28-Jun-2023 03:27:51,28-Jun-2023 03:29:51,120
28-Jun-2023 03:32:21,28-Jun-2023 03:44:51,750
28-Jun-2023 03:44:51,28-Jun-2023 04:15:21,1830
28-Jun-2023 04:15:21,28-Jun-2023 04:43:21,1680
28-Jun-2023 21:46:03,28-Jun-2023 22:03:33,1050
28-Jun-2023 22:03:33,28-Jun-2023 22:15:33,720
28-Jun-2023 22:15:33,28-Jun-2023 22:21:03,330
28-Jun-2023 22:21:03,28-Jun-2023 22:31:33,630
28-Jun-2023 22:31:33,28-Jun-2023 22:39:03,450
28-Jun-2023 22:41:03,28-Jun-2023 22:59:33,1110
28-Jun-2023 22:59:33,28-Jun-2023 23:27:33,1680
28-Jun-2023 23:27:33,28-Jun-2023 23:29:03,90
28-Jun-2023 23:29:03,28-Jun-2023 23:33:03,240
28-Jun-2023 23:34:03,28-Jun-2023 23:37:33,210
28-Jun-2023 23:37:33,28-Jun-2023 23:52:33,900
28-Jun-2023 23:52:33,29-Jun-2023 00:58:03,3930
29-Jun-2023 01:38:03,29-Jun-2023 02:36:03,3480
29-Jun-2023 02:36:03,29-Jun-2023 03:14:33,2310
29-Jun-2023 03:15:03,29-Jun-2023 04:06:03,3060
29-Jun-2023 04:06:03,29-Jun-2023 04:24:03,1080
29-Jun-2023 04:24:33,29-Jun-2023 04:53:03,1710
29-Jun-2023 22:02:15,29-Jun-2023 22:19:15,1020
29-Jun-2023 22:19:15,29-Jun-2023 22:28:45,570
29-Jun-2023 22:28:45,29-Jun-2023 22:34:45,360
29-Jun-2023 22:34:45,29-Jun-2023 22:52:45,1080
29-Jun-2023 22:52:45,29-Jun-2023 23:01:45,540
29-Jun-2023 23:01:45,29-Jun-2023 23:11:15,570
29-Jun-2023 23:11:15,29-Jun-2023 23:40:45,1770
29-Jun-2023 23:40:45,29-Jun-2023 23:42:45,120
29-Jun-2023 23:42:45,30-Jun-2023 00:04:15,1290
30-Jun-2023 00:04:15,30-Jun-2023 00:22:15,1080
30-Jun-2023 00:26:15,30-Jun-2023 00:49:15,1380
30-Jun-2023 00:49:15,30-Jun-2023 01:01:45,750
30-Jun-2023 01:01:45,30-Jun-2023 01:20:15,1110
30-Jun-2023 01:20:15,30-Jun-2023 01:41:45,1290
30-Jun-2023 01:43:15,30-Jun-2023 02:43:15,3600
30-Jun-2023 02:44:15,30-Jun-2023 02:55:15,660
01-Jul-2023 22:23:33,01-Jul-2023 22:39:33,960
01-Jul-2023 22:40:03,01-Jul-2023 22:50:33,630
01-Jul-2023 22:50:33,01-Jul-2023 22:53:03,150
01-Jul-2023 22:53:03,01-Jul-2023 23:01:03,480
01-Jul-2023 23:01:03,01-Jul-2023 23:10:33,570
01-Jul-2023 23:25:03,02-Jul-2023 00:26:33,3690
02-Jul-2023 00:27:03,02-Jul-2023 00:41:33,870
02-Jul-2023 00:41:33,02-Jul-2023 01:03:33,1320
02-Jul-2023 01:03:33,02-Jul-2023 02:32:33,5340
02-Jul-2023 02:32:33,02-Jul-2023 02:38:33,360
02-Jul-2023 02:38:33,02-Jul-2023 03:22:03,2610
02-Jul-2023 03:22:03,02-Jul-2023 03:38:03,960
02-Jul-2023 03:39:03,02-Jul-2023 04:47:33,4110
02-Jul-2023 04:48:33,02-Jul-2023 04:54:33,360
02-Jul-2023 04:54:33,02-Jul-2023 05:29:03,2070
02-Jul-2023 05:36:03,02-Jul-2023 05:40:03,240
02-Jul-2023 05:56:03,02-Jul-2023 05:57:33,90
02-Jul-2023 06:00:03,02-Jul-2023 06:01:33,90
02-Jul-2023 06:05:33,02-Jul-2023 06:10:03,270
02-Jul-2023 22:39:40,02-Jul-2023 22:57:10,1050
02-Jul-2023 22:57:10,02-Jul-2023 23:21:10,1440
02-Jul-2023 23:21:10,02-Jul-2023 23:33:40,750
02-Jul-2023 23:33:40,03-Jul-2023 00:09:10,2130
03-Jul-2023 00:09:10,03-Jul-2023 00:26:40,1050
03-Jul-2023 00:26:40,03-Jul-2023 00:36:40,600
03-Jul-2023 00:36:40,03-Jul-2023 01:04:10,1650
03-Jul-2023 01:31:10,03-Jul-2023 02:23:10,3120
03-Jul-2023 02:23:10,03-Jul-2023 02:31:10,480
03-Jul-2023 02:32:10,03-Jul-2023 02:36:40,270
03-Jul-2023 02:36:40,03-Jul-2023 02:43:40,420
03-Jul-2023 02:44:40,03-Jul-2023 02:49:10,270
03-Jul-2023 02:49:10,03-Jul-2023 03:01:10,720
03-Jul-2023 03:01:10,03-Jul-2023 03:20:10,1140
03-Jul-2023 03:21:10,03-Jul-2023 04:03:40,2550
03-Jul-2023 04:03:40,03-Jul-2023 04:21:40,1080
03-Jul-2023 04:21:40,03-Jul-2023 04:23:10,90
03-Jul-2023 04:27:40,03-Jul-2023 04:45:40,1080
03-Jul-2023 04:46:10,03-Jul-2023 04:52:10,360
03-Jul-2023 04:53:10,03-Jul-2023 04:57:10,240
03-Jul-2023 04:58:10,03-Jul-2023 05:28:40,1830
03-Jul-2023 05:29:40,03-Jul-2023 05:36:40,420
03-Jul-2023 05:37:40,03-Jul-2023 05:43:10,330
03-Jul-2023 22:36:43,03-Jul-2023 22:41:43,300
03-Jul-2023 22:43:13,03-Jul-2023 22:59:43,990
03-Jul-2023 22:59:43,03-Jul-2023 23:13:13,810
03-Jul-2023 23:13:13,03-Jul-2023 23:19:43,390
03-Jul-2023 23:19:43,03-Jul-2023 23:37:43,1080
03-Jul-2023 23:37:43,03-Jul-2023 23:44:43,420
03-Jul-2023 23:44:43,03-Jul-2023 23:51:13,390
03-Jul-2023 23:51:13,04-Jul-2023 00:01:43,630
04-Jul-2023 00:01:43,04-Jul-2023 00:17:43,960
04-Jul-2023 00:17:43,04-Jul-2023 00:33:43,960
04-Jul-2023 00:34:13,04-Jul-2023 00:53:43,1170
04-Jul-2023 00:53:43,04-Jul-2023 01:04:43,660
04-Jul-2023 01:04:43,04-Jul-2023 01:16:43,720
04-Jul-2023 01:17:43,04-Jul-2023 01:21:43,240
04-Jul-2023 01:56:13,04-Jul-2023 03:02:13,3960
04-Jul-2023 03:03:13,04-Jul-2023 03:12:13,540
04-Jul-2023 03:12:13,04-Jul-2023 03:20:43,510
04-Jul-2023 03:21:13,04-Jul-2023 03:22:43,90
04-Jul-2023 03:23:43,04-Jul-2023 03:27:13,210
04-Jul-2023 03:27:13,04-Jul-2023 03:28:13,60
04-Jul-2023 03:28:13,04-Jul-2023 03:31:13,180
04-Jul-2023 03:31:13,04-Jul-2023 03:32:43,90
04-Jul-2023 03:32:43,04-Jul-2023 03:33:13,30
04-Jul-2023 03:33:13,04-Jul-2023 04:01:13,1680
04-Jul-2023 04:02:13,04-Jul-2023 04:07:13,300
04-Jul-2023 04:08:43,04-Jul-2023 04:30:43,1320
04-Jul-2023 04:31:13,04-Jul-2023 05:02:13,1860
04-Jul-2023 05:02:13,04-Jul-2023 05:12:13,600
04-Jul-2023 05:12:43,04-Jul-2023 05:43:43,1860
05-Jul-2023 00:02:10,05-Jul-2023 00:29:10,1620
05-Jul-2023 00:29:10,05-Jul-2023 00:34:10,300
05-Jul-2023 00:34:10,05-Jul-2023 00:54:40,1230
05-Jul-2023 00:54:40,05-Jul-2023 01:06:40,720
05-Jul-2023 01:06:40,05-Jul-2023 01:17:10,630
05-Jul-2023 01:17:10,05-Jul-2023 01:23:10,360
05-Jul-2023 01:23:10,05-Jul-2023 01:27:10,240
05-Jul-2023 01:27:10,05-Jul-2023 01:43:40,990
05-Jul-2023 01:43:40,05-Jul-2023 01:53:40,600
05-Jul-2023 01:53:40,05-Jul-2023 01:58:40,300
05-Jul-2023 01:58:40,05-Jul-2023 02:11:40,780
05-Jul-2023 02:11:40,05-Jul-2023 02:20:10,510
05-Jul-2023 02:20:40,05-Jul-2023 02:40:10,1170
05-Jul-2023 03:27:40,05-Jul-2023 03:44:10,990
05-Jul-2023 03:45:10,05-Jul-2023 04:45:40,3630
05-Jul-2023 04:45:40,05-Jul-2023 04:56:40,660
05-Jul-2023 04:56:40,05-Jul-2023 05:00:40,240
05-Jul-2023 05:01:10,05-Jul-2023 05:31:40,1830
05-Jul-2023 05:32:10,05-Jul-2023 05:43:40,690
05-Jul-2023 21:43:52,05-Jul-2023 21:48:22,270
05-Jul-2023 21:50:52,05-Jul-2023 22:05:52,900
05-Jul-2023 22:05:52,05-Jul-2023 22:08:22,150
05-Jul-2023 22:08:22,05-Jul-2023 22:09:22,60
05-Jul-2023 22:09:52,05-Jul-2023 22:17:52,480
05-Jul-2023 22:17:52,05-Jul-2023 22:41:52,1440
05-Jul-2023 22:41:52,05-Jul-2023 22:49:52,480
05-Jul-2023 22:49:52,05-Jul-2023 23:11:52,1320
05-Jul-2023 23:11:52,05-Jul-2023 23:31:22,1170
05-Jul-2023 23:31:22,05-Jul-2023 23:41:52,630
05-Jul-2023 23:41:52,06-Jul-2023 00:19:22,2250
06-Jul-2023 00:19:22,06-Jul-2023 00:21:22,120
06-Jul-2023 00:54:52,06-Jul-2023 01:20:52,1560
06-Jul-2023 01:21:52,06-Jul-2023 01:56:22,2070
06-Jul-2023 01:56:22,06-Jul-2023 02:57:22,3660
06-Jul-2023 02:57:22,06-Jul-2023 04:31:52,5670
06-Jul-2023 04:31:52,06-Jul-2023 04:53:52,1320
06-Jul-2023 04:53:52,06-Jul-2023 05:43:22,2970
06-Jul-2023 23:36:09,06-Jul-2023 23:37:39,90
06-Jul-2023 23:39:39,06-Jul-2023 23:41:09,90
06-Jul-2023 23:42:09,06-Jul-2023 23:48:09,360
06-Jul-2023 23:50:39,07-Jul-2023 00:06:09,930
07-Jul-2023 00:06:09,07-Jul-2023 00:15:09,540
07-Jul-2023 00:15:09,07-Jul-2023 00:29:39,870
07-Jul-2023 00:29:39,07-Jul-2023 00:38:09,510
07-Jul-2023 00:40:09,07-Jul-2023 01:01:09,1260
07-Jul-2023 01:01:09,07-Jul-2023 01:09:39,510
07-Jul-2023 01:09:39,07-Jul-2023 01:17:09,450
07-Jul-2023 01:17:09,07-Jul-2023 01:28:39,690
07-Jul-2023 01:28:39,07-Jul-2023 01:33:09,270
07-Jul-2023 01:34:09,07-Jul-2023 01:43:39,570
07-Jul-2023 01:43:39,07-Jul-2023 02:02:09,1110
07-Jul-2023 02:02:09,07-Jul-2023 02:04:39,150
07-Jul-2023 02:04:39,07-Jul-2023 02:17:09,750
07-Jul-2023 02:17:09,07-Jul-2023 03:20:39,3810
07-Jul-2023 04:27:09,07-Jul-2023 04:29:39,150
07-Jul-2023 04:33:09,07-Jul-2023 04:43:09,600
07-Jul-2023 04:51:39,07-Jul-2023 05:26:09,2070
07-Jul-2023 05:26:09,07-Jul-2023 05:29:09,180
07-Jul-2023 05:29:09,07-Jul-2023 05:34:09,300
07-Jul-2023 05:34:09,07-Jul-2023 05:40:39,390
07-Jul-2023 05:42:09,07-Jul-2023 05:43:39,90
07-Jul-2023 22:53:24,07-Jul-2023 23:16:24,1380
07-Jul-2023 23:16:24,07-Jul-2023 23:42:24,1560
07-Jul-2023 23:42:24,07-Jul-2023 23:52:54,630
07-Jul-2023 23:52:54,07-Jul-2023 23:54:54,120
07-Jul-2023 23:55:54,08-Jul-2023 00:06:24,630
08-Jul-2023 00:14:24,08-Jul-2023 02:19:24,7500
08-Jul-2023 02:19:24,08-Jul-2023 02:28:54,570
08-Jul-2023 02:30:24,08-Jul-2023 02:34:54,270
08-Jul-2023 02:34:54,08-Jul-2023 02:56:24,1290
08-Jul-2023 02:56:24,08-Jul-2023 03:31:24,2100
08-Jul-2023 03:31:24,08-Jul-2023 03:37:54,390
08-Jul-2023 03:37:54,08-Jul-2023 03:38:54,60
08-Jul-2023 03:39:54,08-Jul-2023 03:58:24,1110
08-Jul-2023 23:16:43,08-Jul-2023 23:29:43,780
08-Jul-2023 23:29:43,08-Jul-2023 23:47:13,1050
08-Jul-2023 23:47:13,08-Jul-2023 23:50:13,180
08-Jul-2023 23:50:13,08-Jul-2023 23:59:43,570
08-Jul-2023 23:59:43,09-Jul-2023 00:06:43,420
09-Jul-2023 00:07:13,09-Jul-2023 00:14:43,450
09-Jul-2023 00:15:13,09-Jul-2023 00:20:13,300
09-Jul-2023 00:20:13,09-Jul-2023 00:25:13,300
09-Jul-2023 00:25:13,09-Jul-2023 00:25:43,30
09-Jul-2023 00:27:43,09-Jul-2023 01:37:43,4200
09-Jul-2023 01:37:43,09-Jul-2023 02:01:13,1410
09-Jul-2023 02:01:13,09-Jul-2023 02:14:13,780
09-Jul-2023 02:14:13,09-Jul-2023 02:20:13,360
09-Jul-2023 02:21:13,09-Jul-2023 02:31:13,600
09-Jul-2023 02:33:13,09-Jul-2023 02:35:43,150
09-Jul-2023 02:35:43,09-Jul-2023 02:38:43,180
09-Jul-2023 03:00:43,09-Jul-2023 03:46:13,2730
09-Jul-2023 03:46:13,09-Jul-2023 04:22:13,2160
09-Jul-2023 04:22:13,09-Jul-2023 04:28:43,390
09-Jul-2023 04:29:43,09-Jul-2023 05:25:43,3360
09-Jul-2023 05:25:43,09-Jul-2023 05:58:43,1980
09-Jul-2023 05:58:43,09-Jul-2023 07:05:13,3990
09-Jul-2023 07:05:13,09-Jul-2023 07:24:13,1140
09-Jul-2023 07:25:43,09-Jul-2023 07:29:13,210
09-Jul-2023 22:19:08,09-Jul-2023 22:38:08,1140
09-Jul-2023 22:38:08,09-Jul-2023 22:48:38,630
09-Jul-2023 23:03:08,09-Jul-2023 23:42:38,2370
09-Jul-2023 23:42:38,10-Jul-2023 00:07:38,1500
10-Jul-2023 00:09:08,10-Jul-2023 00:30:38,1290
10-Jul-2023 00:30:38,10-Jul-2023 00:48:08,1050
10-Jul-2023 00:48:08,10-Jul-2023 01:03:38,930
10-Jul-2023 01:03:38,10-Jul-2023 01:29:38,1560
10-Jul-2023 01:29:38,10-Jul-2023 01:44:38,900
10-Jul-2023 01:44:38,10-Jul-2023 02:04:38,1200
10-Jul-2023 02:05:38,10-Jul-2023 02:07:08,90
10-Jul-2023 02:07:08,10-Jul-2023 02:13:38,390
10-Jul-2023 02:13:38,10-Jul-2023 02:32:08,1110
10-Jul-2023 02:55:38,10-Jul-2023 03:46:38,3060
10-Jul-2023 03:46:38,10-Jul-2023 03:59:08,750
10-Jul-2023 03:59:38,10-Jul-2023 04:23:08,1410
10-Jul-2023 04:23:38,10-Jul-2023 04:53:08,1770
10-Jul-2023 22:51:33,10-Jul-2023 23:24:03,1950
10-Jul-2023 23:24:03,10-Jul-2023 23:28:33,270
10-Jul-2023 23:28:33,10-Jul-2023 23:38:03,570
10-Jul-2023 23:38:03,10-Jul-2023 23:43:03,300
10-Jul-2023 23:43:03,10-Jul-2023 23:46:03,180
10-Jul-2023 23:46:03,10-Jul-2023 23:47:03,60
10-Jul-2023 23:47:03,10-Jul-2023 23:47:33,30
10-Jul-2023 23:50:03,11-Jul-2023 00:05:03,900
11-Jul-2023 00:05:03,11-Jul-2023 00:28:33,1410
11-Jul-2023 00:28:33,11-Jul-2023 01:22:33,3240
11-Jul-2023 01:22:33,11-Jul-2023 01:42:03,1170
11-Jul-2023 01:42:03,11-Jul-2023 01:43:03,60
11-Jul-2023 01:43:03,11-Jul-2023 01:47:33,270
11-Jul-2023 01:47:33,11-Jul-2023 02:44:33,3420
11-Jul-2023 02:46:03,11-Jul-2023 03:06:33,1230
11-Jul-2023 03:06:33,11-Jul-2023 03:32:03,1530
11-Jul-2023 03:32:03,11-Jul-2023 04:43:33,4290
11-Jul-2023 22:05:25,11-Jul-2023 22:29:25,1440
11-Jul-2023 22:29:25,11-Jul-2023 22:50:25,1260
11-Jul-2023 22:50:25,11-Jul-2023 23:04:55,870
11-Jul-2023 23:04:55,11-Jul-2023 23:07:55,180
11-Jul-2023 23:15:25,11-Jul-2023 23:17:55,150
11-Jul-2023 23:19:25,11-Jul-2023 23:42:25,1380
11-Jul-2023 23:42:25,12-Jul-2023 00:11:55,1770
12-Jul-2023 00:11:55,12-Jul-2023 00:12:25,30
12-Jul-2023 00:43:55,12-Jul-2023 00:57:55,840
12-Jul-2023 01:02:25,12-Jul-2023 01:41:55,2370
12-Jul-2023 01:41:55,12-Jul-2023 01:57:25,930
12-Jul-2023 01:58:55,12-Jul-2023 02:13:25,870
12-Jul-2023 02:13:25,12-Jul-2023 02:19:55,390
12-Jul-2023 02:20:55,12-Jul-2023 03:21:25,3630
12-Jul-2023 03:21:55,12-Jul-2023 03:32:55,660
12-Jul-2023 03:32:55,12-Jul-2023 04:16:55,2640
12-Jul-2023 21:40:17,12-Jul-2023 21:46:17,360
12-Jul-2023 21:47:47,12-Jul-2023 22:01:17,810
12-Jul-2023 22:01:17,12-Jul-2023 22:15:47,870
12-Jul-2023 22:16:47,12-Jul-2023 22:27:47,660
12-Jul-2023 22:27:47,12-Jul-2023 22:32:47,300
12-Jul-2023 22:32:47,12-Jul-2023 22:37:17,270
12-Jul-2023 22:37:17,12-Jul-2023 22:43:47,390
12-Jul-2023 22:43:47,12-Jul-2023 22:56:47,780
12-Jul-2023 22:56:47,12-Jul-2023 23:06:47,600
12-Jul-2023 23:07:47,12-Jul-2023 23:26:47,1140
12-Jul-2023 23:26:47,12-Jul-2023 23:40:17,810
12-Jul-2023 23:40:17,13-Jul-2023 00:06:47,1590
13-Jul-2023 00:35:17,13-Jul-2023 00:49:17,840
13-Jul-2023 00:49:47,13-Jul-2023 00:58:17,510
13-Jul-2023 00:58:17,13-Jul-2023 01:06:47,510
13-Jul-2023 01:08:17,13-Jul-2023 01:08:47,30
13-Jul-2023 01:08:47,13-Jul-2023 01:17:47,540
13-Jul-2023 01:21:47,13-Jul-2023 01:22:47,60
13-Jul-2023 01:33:47,13-Jul-2023 02:13:47,2400
13-Jul-2023 02:13:47,13-Jul-2023 02:24:17,630
13-Jul-2023 02:24:17,13-Jul-2023 02:48:17,1440
13-Jul-2023 02:48:17,13-Jul-2023 03:20:17,1920
13-Jul-2023 03:20:17,13-Jul-2023 04:13:47,3210
13-Jul-2023 04:13:47,13-Jul-2023 04:40:47,1620
13-Jul-2023 04:41:17,13-Jul-2023 04:43:47,150
13-Jul-2023 21:58:46,13-Jul-2023 22:12:16,810
13-Jul-2023 22:12:16,13-Jul-2023 22:19:46,450
13-Jul-2023 22:19:46,13-Jul-2023 22:23:16,210
13-Jul-2023 22:23:16,13-Jul-2023 22:46:46,1410
13-Jul-2023 22:46:46,13-Jul-2023 23:21:16,2070
13-Jul-2023 23:22:46,13-Jul-2023 23:43:16,1230
13-Jul-2023 23:43:16,13-Jul-2023 23:47:46,270
13-Jul-2023 23:47:46,14-Jul-2023 00:08:16,1230
14-Jul-2023 00:08:16,14-Jul-2023 00:37:16,1740
14-Jul-2023 00:39:46,14-Jul-2023 01:25:16,2730
14-Jul-2023 01:25:16,14-Jul-2023 01:29:46,270
14-Jul-2023 01:29:46,14-Jul-2023 01:39:46,600
14-Jul-2023 01:39:46,14-Jul-2023 01:41:16,90
14-Jul-2023 01:42:46,14-Jul-2023 01:47:46,300
14-Jul-2023 01:47:46,14-Jul-2023 01:52:46,300
14-Jul-2023 01:55:16,14-Jul-2023 02:01:46,390
14-Jul-2023 02:01:46,14-Jul-2023 02:37:46,2160
14-Jul-2023 02:37:46,14-Jul-2023 03:42:46,3900
14-Jul-2023 03:43:46,14-Jul-2023 04:14:46,1860
14-Jul-2023 04:15:16,14-Jul-2023 04:18:16,180
14-Jul-2023 22:10:44,14-Jul-2023 22:28:14,1050
14-Jul-2023 22:28:14,14-Jul-2023 22:54:14,1560
14-Jul-2023 22:54:14,14-Jul-2023 22:57:44,210
14-Jul-2023 22:57:44,14-Jul-2023 23:03:14,330
14-Jul-2023 23:03:14,14-Jul-2023 23:03:44,30
14-Jul-2023 23:04:44,14-Jul-2023 23:37:14,1950
14-Jul-2023 23:37:14,14-Jul-2023 23:48:44,690
14-Jul-2023 23:48:44,15-Jul-2023 00:09:14,1230
15-Jul-2023 00:09:44,15-Jul-2023 00:34:44,1500
15-Jul-2023 00:34:44,15-Jul-2023 01:12:44,2280
15-Jul-2023 01:12:44,15-Jul-2023 02:14:14,3690
15-Jul-2023 02:14:14,15-Jul-2023 02:22:44,510
15-Jul-2023 02:23:14,15-Jul-2023 02:25:44,150
15-Jul-2023 02:25:44,15-Jul-2023 02:34:44,540
15-Jul-2023 02:35:14,15-Jul-2023 02:36:44,90
15-Jul-2023 02:37:44,15-Jul-2023 03:24:44,2820
15-Jul-2023 04:07:14,15-Jul-2023 04:15:44,510
15-Jul-2023 04:17:14,15-Jul-2023 04:29:14,720
15-Jul-2023 04:29:14,15-Jul-2023 05:19:44,3030
15-Jul-2023 05:19:44,15-Jul-2023 05:52:44,1980
15-Jul-2023 21:49:03,15-Jul-2023 22:05:03,960
15-Jul-2023 22:05:03,15-Jul-2023 22:17:33,750
15-Jul-2023 22:17:33,15-Jul-2023 22:18:03,30
15-Jul-2023 22:18:33,15-Jul-2023 22:29:33,660
15-Jul-2023 22:29:33,15-Jul-2023 22:35:33,360
15-Jul-2023 22:35:33,15-Jul-2023 22:45:03,570
15-Jul-2023 22:49:03,15-Jul-2023 23:02:03,780
15-Jul-2023 23:02:03,15-Jul-2023 23:07:03,300
15-Jul-2023 23:07:03,15-Jul-2023 23:12:33,330
15-Jul-2023 23:12:33,15-Jul-2023 23:18:33,360
15-Jul-2023 23:18:33,15-Jul-2023 23:20:03,90
15-Jul-2023 23:20:03,15-Jul-2023 23:24:33,270
15-Jul-2023 23:24:33,15-Jul-2023 23:30:03,330
15-Jul-2023 23:30:03,15-Jul-2023 23:33:03,180
15-Jul-2023 23:33:03,15-Jul-2023 23:49:03,960
15-Jul-2023 23:49:03,15-Jul-2023 23:55:03,360
15-Jul-2023 23:56:03,15-Jul-2023 23:57:03,60
15-Jul-2023 23:57:03,16-Jul-2023 00:05:03,480
16-Jul-2023 00:06:03,16-Jul-2023 00:09:03,180
16-Jul-2023 00:09:03,16-Jul-2023 00:10:33,90
16-Jul-2023 00:10:33,16-Jul-2023 00:11:03,30
