Start Date/Time,End Date/Time,Duration (secs)
01-Jan-2023 00:05:33,01-Jan-2023 00:12:33,420
01-Jan-2023 00:14:03,01-Jan-2023 00:19:03,300
01-Jan-2023 00:20:03,01-Jan-2023 00:30:33,630
01-Jan-2023 00:30:33,01-Jan-2023 00:34:03,210
01-Jan-2023 00:34:03,01-Jan-2023 00:36:33,150
01-Jan-2023 00:36:33,01-Jan-2023 01:02:33,1560
01-Jan-2023 01:02:33,01-Jan-2023 01:23:33,1260
01-Jan-2023 01:23:33,01-Jan-2023 01:35:33,720
01-Jan-2023 01:36:33,01-Jan-2023 02:05:03,1710
01-Jan-2023 02:05:03,01-Jan-2023 02:23:03,1080
01-Jan-2023 02:23:03,01-Jan-2023 02:56:33,2010
01-Jan-2023 03:00:03,01-Jan-2023 03:55:03,3300
01-Jan-2023 03:55:03,01-Jan-2023 03:57:03,120
01-Jan-2023 03:57:03,01-Jan-2023 04:01:33,270
01-Jan-2023 04:01:33,01-Jan-2023 04:30:03,1710
01-Jan-2023 04:30:03,01-Jan-2023 04:30:33,30
01-Jan-2023 04:31:03,01-Jan-2023 05:19:03,2880
01-Jan-2023 05:19:33,01-Jan-2023 05:29:03,570
01-Jan-2023 05:49:33,01-Jan-2023 05:50:33,60
01-Jan-2023 05:50:33,01-Jan-2023 05:55:33,300
01-Jan-2023 05:57:03,01-Jan-2023 06:06:03,540
01-Jan-2023 06:07:03,01-Jan-2023 06:19:03,720
01-Jan-2023 06:21:03,01-Jan-2023 06:58:03,2220
01-Jan-2023 06:58:03,01-Jan-2023 07:01:33,210
01-Jan-2023 07:01:33,01-Jan-2023 07:12:33,660
01-Jan-2023 07:12:33,01-Jan-2023 08:12:33,3600
01-Jan-2023 08:12:33,01-Jan-2023 08:27:03,870
01-Jan-2023 08:28:33,01-Jan-2023 08:29:33,60
01-Jan-2023 08:31:03,01-Jan-2023 08:34:03,180
02-Jan-2023 00:46:04,02-Jan-2023 01:06:04,1200
02-Jan-2023 01:06:04,02-Jan-2023 01:33:04,1620
02-Jan-2023 01:33:04,02-Jan-2023 01:45:34,750
02-Jan-2023 01:45:34,02-Jan-2023 02:01:04,930
02-Jan-2023 02:01:04,02-Jan-2023 03:13:04,4320
02-Jan-2023 03:13:04,02-Jan-2023 03:25:04,720
02-Jan-2023 03:25:04,02-Jan-2023 04:07:04,2520
02-Jan-2023 04:11:04,02-Jan-2023 04:19:34,510
02-Jan-2023 04:19:34,02-Jan-2023 04:28:04,510
02-Jan-2023 04:31:34,02-Jan-2023 04:50:04,1110
02-Jan-2023 04:50:04,02-Jan-2023 04:58:04,480
02-Jan-2023 04:58:04,02-Jan-2023 05:27:04,1740
02-Jan-2023 05:27:04,02-Jan-2023 05:34:04,420
02-Jan-2023 05:34:04,02-Jan-2023 05:57:34,1410
02-Jan-2023 05:58:34,02-Jan-2023 06:04:04,330
02-Jan-2023 06:07:04,02-Jan-2023 06:11:04,240
02-Jan-2023 06:54:34,02-Jan-2023 06:57:04,150
02-Jan-2023 06:58:04,02-Jan-2023 06:59:04,60
02-Jan-2023 07:13:04,02-Jan-2023 07:27:04,840
02-Jan-2023 07:27:34,02-Jan-2023 07:28:34,60
03-Jan-2023 00:27:11,03-Jan-2023 02:12:11,6300
03-Jan-2023 02:12:41,03-Jan-2023 02:20:41,480
03-Jan-2023 02:20:41,03-Jan-2023 02:31:41,660
03-Jan-2023 02:31:41,03-Jan-2023 02:50:11,1110
03-Jan-2023 02:50:11,03-Jan-2023 02:53:11,180
03-Jan-2023 02:53:11,03-Jan-2023 02:55:41,150
03-Jan-2023 02:55:41,03-Jan-2023 03:09:11,810
03-Jan-2023 03:09:11,03-Jan-2023 03:40:11,1860
03-Jan-2023 03:40:11,03-Jan-2023 03:41:41,90
03-Jan-2023 03:41:41,03-Jan-2023 04:09:11,1650
03-Jan-2023 04:09:11,03-Jan-2023 04:27:11,1080
03-Jan-2023 04:27:11,03-Jan-2023 04:30:41,210
03-Jan-2023 04:30:41,03-Jan-2023 04:34:41,240
03-Jan-2023 04:34:41,03-Jan-2023 04:35:11,30
03-Jan-2023 04:35:41,03-Jan-2023 04:41:11,330
03-Jan-2023 04:41:11,03-Jan-2023 04:52:11,660
03-Jan-2023 04:52:41,03-Jan-2023 04:58:11,330
03-Jan-2023 04:58:11,03-Jan-2023 05:05:41,450
03-Jan-2023 05:05:41,03-Jan-2023 05:13:11,450
03-Jan-2023 05:13:11,03-Jan-2023 05:17:41,270
03-Jan-2023 05:17:41,03-Jan-2023 05:22:11,270
03-Jan-2023 05:24:41,03-Jan-2023 05:37:41,780
03-Jan-2023 05:37:41,03-Jan-2023 05:53:11,930
03-Jan-2023 05:53:11,03-Jan-2023 06:35:41,2550
03-Jan-2023 06:44:11,03-Jan-2023 07:07:41,1410
03-Jan-2023 07:09:41,03-Jan-2023 07:29:11,1170
03-Jan-2023 07:30:41,03-Jan-2023 07:37:41,420
03-Jan-2023 23:45:33,04-Jan-2023 00:00:33,900
04-Jan-2023 00:01:33,04-Jan-2023 00:24:03,1350
04-Jan-2023 00:24:03,04-Jan-2023 00:27:03,180
04-Jan-2023 00:27:03,04-Jan-2023 00:29:33,150
04-Jan-2023 00:29:33,04-Jan-2023 00:58:33,1740
04-Jan-2023 00:58:33,04-Jan-2023 01:08:03,570
04-Jan-2023 01:08:03,04-Jan-2023 01:14:33,390
04-Jan-2023 01:14:33,04-Jan-2023 01:15:33,60
04-Jan-2023 01:16:03,04-Jan-2023 01:18:33,150
04-Jan-2023 01:18:33,04-Jan-2023 01:26:03,450
04-Jan-2023 01:26:33,04-Jan-2023 01:48:33,1320
04-Jan-2023 01:48:33,04-Jan-2023 02:23:33,2100
04-Jan-2023 02:24:03,04-Jan-2023 02:29:03,300
04-Jan-2023 02:29:03,04-Jan-2023 02:49:33,1230
04-Jan-2023 02:49:33,04-Jan-2023 03:48:33,3540
04-Jan-2023 03:49:33,04-Jan-2023 03:58:33,540
04-Jan-2023 04:00:33,04-Jan-2023 04:02:03,90
04-Jan-2023 04:02:03,04-Jan-2023 04:05:03,180
04-Jan-2023 04:06:33,04-Jan-2023 04:12:03,330
04-Jan-2023 04:16:03,04-Jan-2023 04:48:03,1920
04-Jan-2023 04:48:03,04-Jan-2023 05:11:33,1410
04-Jan-2023 05:11:33,04-Jan-2023 05:18:03,390
04-Jan-2023 05:19:03,04-Jan-2023 06:10:33,3090
04-Jan-2023 06:10:33,04-Jan-2023 06:42:33,1920
04-Jan-2023 06:43:33,04-Jan-2023 06:47:33,240
04-Jan-2023 06:49:03,04-Jan-2023 06:55:33,390
04-Jan-2023 07:00:33,04-Jan-2023 07:02:33,120
04-Jan-2023 07:03:03,04-Jan-2023 07:05:03,120
04-Jan-2023 07:06:03,04-Jan-2023 07:09:03,180
04-Jan-2023 07:10:03,04-Jan-2023 07:15:33,330
04-Jan-2023 07:25:03,04-Jan-2023 07:26:03,60
04-Jan-2023 07:27:03,04-Jan-2023 07:29:03,120
04-Jan-2023 23:37:07,04-Jan-2023 23:39:37,150
04-Jan-2023 23:41:07,04-Jan-2023 23:57:07,960
04-Jan-2023 23:57:07,05-Jan-2023 00:05:37,510
05-Jan-2023 00:05:37,05-Jan-2023 00:09:37,240
05-Jan-2023 00:09:37,05-Jan-2023 00:33:37,1440
05-Jan-2023 00:33:37,05-Jan-2023 00:44:07,630
05-Jan-2023 00:44:07,05-Jan-2023 01:00:37,990
05-Jan-2023 01:00:37,05-Jan-2023 01:33:07,1950
05-Jan-2023 01:33:07,05-Jan-2023 01:39:37,390
05-Jan-2023 01:39:37,05-Jan-2023 01:52:37,780
05-Jan-2023 01:52:37,05-Jan-2023 01:59:07,390
05-Jan-2023 01:59:07,05-Jan-2023 02:18:37,1170
05-Jan-2023 02:18:37,05-Jan-2023 02:46:07,1650
05-Jan-2023 02:46:07,05-Jan-2023 03:48:37,3750
05-Jan-2023 03:48:37,05-Jan-2023 03:54:07,330
05-Jan-2023 03:54:07,05-Jan-2023 04:08:37,870
05-Jan-2023 04:08:37,05-Jan-2023 04:23:07,870
05-Jan-2023 04:23:07,05-Jan-2023 04:24:37,90
05-Jan-2023 04:25:07,05-Jan-2023 05:22:37,3450
05-Jan-2023 05:29:37,05-Jan-2023 05:31:07,90
05-Jan-2023 05:32:07,05-Jan-2023 05:36:07,240
05-Jan-2023 05:36:07,05-Jan-2023 06:05:07,1740
05-Jan-2023 06:05:07,05-Jan-2023 06:52:07,2820
05-Jan-2023 06:52:07,05-Jan-2023 07:06:37,870
05-Jan-2023 07:06:37,05-Jan-2023 07:07:37,60
05-Jan-2023 07:07:37,05-Jan-2023 07:13:07,330
05-Jan-2023 07:13:07,05-Jan-2023 07:16:37,210
05-Jan-2023 07:17:07,05-Jan-2023 07:28:37,690
05-Jan-2023 22:44:03,05-Jan-2023 22:48:03,240
05-Jan-2023 22:50:03,05-Jan-2023 23:06:33,990
06-Jan-2023 00:06:03,06-Jan-2023 00:24:03,1080
06-Jan-2023 00:24:03,06-Jan-2023 00:38:03,840
06-Jan-2023 00:38:03,06-Jan-2023 01:01:33,1410
06-Jan-2023 01:01:33,06-Jan-2023 01:09:33,480
06-Jan-2023 01:11:03,06-Jan-2023 01:49:03,2280
06-Jan-2023 01:50:03,06-Jan-2023 02:33:33,2610
06-Jan-2023 02:33:33,06-Jan-2023 02:46:33,780
06-Jan-2023 02:48:03,06-Jan-2023 03:38:33,3030
06-Jan-2023 03:38:33,06-Jan-2023 03:44:33,360
06-Jan-2023 03:44:33,06-Jan-2023 04:02:03,1050
06-Jan-2023 04:02:03,06-Jan-2023 04:28:33,1590
06-Jan-2023 04:28:33,06-Jan-2023 04:29:03,30
06-Jan-2023 04:29:33,06-Jan-2023 05:15:33,2760
06-Jan-2023 05:15:33,06-Jan-2023 05:33:33,1080
06-Jan-2023 05:37:33,06-Jan-2023 05:41:33,240
06-Jan-2023 05:46:03,06-Jan-2023 05:53:33,450
06-Jan-2023 05:58:03,06-Jan-2023 06:56:33,3510
06-Jan-2023 06:56:33,06-Jan-2023 07:07:33,660
06-Jan-2023 07:07:33,06-Jan-2023 07:09:33,120
06-Jan-2023 07:09:33,06-Jan-2023 07:11:33,120
06-Jan-2023 07:11:33,06-Jan-2023 07:13:33,120
06-Jan-2023 07:13:33,06-Jan-2023 07:15:03,90
06-Jan-2023 07:15:03,06-Jan-2023 07:19:33,270
06-Jan-2023 07:19:33,06-Jan-2023 07:20:33,60
06-Jan-2023 07:20:33,06-Jan-2023 07:29:03,510
06-Jan-2023 23:55:33,07-Jan-2023 00:02:33,420
07-Jan-2023 00:03:03,07-Jan-2023 00:14:03,660
07-Jan-2023 00:14:03,07-Jan-2023 00:45:33,1890
07-Jan-2023 00:45:33,07-Jan-2023 00:54:03,510
07-Jan-2023 00:55:33,07-Jan-2023 01:29:03,2010
07-Jan-2023 01:29:03,07-Jan-2023 01:31:33,150
07-Jan-2023 01:31:33,07-Jan-2023 01:33:03,90
07-Jan-2023 01:33:33,07-Jan-2023 01:48:03,870
07-Jan-2023 01:49:03,07-Jan-2023 01:53:03,240
07-Jan-2023 01:53:03,07-Jan-2023 02:03:33,630
07-Jan-2023 02:07:33,07-Jan-2023 02:44:33,2220
07-Jan-2023 02:44:33,07-Jan-2023 03:00:33,960
07-Jan-2023 03:00:33,07-Jan-2023 03:07:33,420
07-Jan-2023 03:07:33,07-Jan-2023 03:32:33,1500
07-Jan-2023 03:32:33,07-Jan-2023 03:51:03,1110
07-Jan-2023 03:56:33,07-Jan-2023 04:37:03,2430
07-Jan-2023 04:38:33,07-Jan-2023 04:49:33,660
07-Jan-2023 04:49:33,07-Jan-2023 04:51:33,120
07-Jan-2023 05:13:33,07-Jan-2023 05:56:03,2550
07-Jan-2023 05:56:03,07-Jan-2023 05:56:33,30
07-Jan-2023 05:56:33,07-Jan-2023 06:03:33,420
07-Jan-2023 06:03:33,07-Jan-2023 06:37:03,2010
07-Jan-2023 06:37:03,07-Jan-2023 07:18:33,2490
07-Jan-2023 07:18:33,07-Jan-2023 07:22:33,240
07-Jan-2023 07:27:03,07-Jan-2023 07:38:03,660
07-Jan-2023 07:38:03,07-Jan-2023 07:43:33,330
07-Jan-2023 07:44:33,07-Jan-2023 07:59:03,870
07-Jan-2023 07:59:03,07-Jan-2023 08:10:03,660
07-Jan-2023 08:10:03,07-Jan-2023 08:10:33,30
07-Jan-2023 08:12:03,07-Jan-2023 08:42:33,1830
08-Jan-2023 00:35:46,08-Jan-2023 00:50:16,870
08-Jan-2023 00:50:16,08-Jan-2023 00:51:16,60
08-Jan-2023 00:51:16,08-Jan-2023 00:54:16,180
08-Jan-2023 00:54:16,08-Jan-2023 01:14:16,1200
08-Jan-2023 01:14:16,08-Jan-2023 01:32:16,1080
08-Jan-2023 01:32:16,08-Jan-2023 01:34:46,150
08-Jan-2023 01:37:46,08-Jan-2023 01:59:16,1290
08-Jan-2023 01:59:16,08-Jan-2023 02:15:46,990
08-Jan-2023 02:15:46,08-Jan-2023 02:19:16,210
08-Jan-2023 02:19:16,08-Jan-2023 02:28:16,540
08-Jan-2023 02:28:16,08-Jan-2023 02:55:16,1620
08-Jan-2023 02:55:46,08-Jan-2023 03:43:16,2850
08-Jan-2023 03:43:16,08-Jan-2023 03:52:46,570
08-Jan-2023 03:52:46,08-Jan-2023 04:02:16,570
08-Jan-2023 04:02:16,08-Jan-2023 04:45:46,2610
08-Jan-2023 04:45:46,08-Jan-2023 05:30:46,2700
08-Jan-2023 05:30:46,08-Jan-2023 05:41:16,630
08-Jan-2023 05:41:16,08-Jan-2023 05:41:46,30
08-Jan-2023 05:42:16,08-Jan-2023 05:54:46,750
08-Jan-2023 05:54:46,08-Jan-2023 06:02:16,450
08-Jan-2023 06:04:16,08-Jan-2023 06:04:46,30
08-Jan-2023 06:04:46,08-Jan-2023 06:07:16,150
08-Jan-2023 06:31:16,08-Jan-2023 06:37:16,360
08-Jan-2023 06:43:16,08-Jan-2023 07:15:16,1920
08-Jan-2023 07:17:16,08-Jan-2023 07:55:16,2280
08-Jan-2023 07:55:16,08-Jan-2023 08:20:46,1530
08-Jan-2023 08:20:46,08-Jan-2023 08:54:16,2010
08-Jan-2023 23:41:33,09-Jan-2023 00:03:33,1320
09-Jan-2023 00:03:33,09-Jan-2023 00:15:03,690
09-Jan-2023 00:15:03,09-Jan-2023 00:21:03,360
09-Jan-2023 00:21:03,09-Jan-2023 00:32:33,690
09-Jan-2023 00:32:33,09-Jan-2023 00:42:03,570
09-Jan-2023 00:42:03,09-Jan-2023 00:42:33,30
09-Jan-2023 00:42:33,09-Jan-2023 00:50:03,450
09-Jan-2023 00:50:03,09-Jan-2023 01:07:03,1020
09-Jan-2023 01:07:03,09-Jan-2023 01:25:03,1080
09-Jan-2023 01:25:03,09-Jan-2023 01:39:03,840
09-Jan-2023 01:39:03,09-Jan-2023 02:18:33,2370
09-Jan-2023 02:18:33,09-Jan-2023 02:46:03,1650
09-Jan-2023 02:46:03,09-Jan-2023 03:11:33,1530
09-Jan-2023 03:11:33,09-Jan-2023 03:23:33,720
09-Jan-2023 03:23:33,09-Jan-2023 03:56:33,1980
09-Jan-2023 03:57:03,09-Jan-2023 04:16:03,1140
09-Jan-2023 04:21:33,09-Jan-2023 04:37:03,930
09-Jan-2023 04:38:33,09-Jan-2023 04:45:33,420
09-Jan-2023 04:46:33,09-Jan-2023 04:49:03,150
09-Jan-2023 04:49:33,09-Jan-2023 04:55:33,360
09-Jan-2023 04:55:33,09-Jan-2023 04:58:33,180
09-Jan-2023 04:59:03,09-Jan-2023 05:01:33,150
09-Jan-2023 05:01:33,09-Jan-2023 05:03:33,120
09-Jan-2023 05:03:33,09-Jan-2023 05:04:03,30
09-Jan-2023 05:04:03,09-Jan-2023 05:22:03,1080
09-Jan-2023 05:22:03,09-Jan-2023 06:28:33,3990
09-Jan-2023 06:28:33,09-Jan-2023 06:43:33,900
09-Jan-2023 06:43:33,09-Jan-2023 06:46:03,150
09-Jan-2023 06:46:03,09-Jan-2023 07:09:03,1380
09-Jan-2023 07:09:03,09-Jan-2023 07:16:03,420
09-Jan-2023 07:16:03,09-Jan-2023 07:17:03,60
09-Jan-2023 07:17:03,09-Jan-2023 07:21:03,240
09-Jan-2023 07:23:03,09-Jan-2023 07:29:33,390
09-Jan-2023 07:31:03,09-Jan-2023 07:38:33,450
09-Jan-2023 22:10:03,09-Jan-2023 22:22:03,720
09-Jan-2023 22:22:33,09-Jan-2023 22:33:33,660
09-Jan-2023 22:34:33,09-Jan-2023 22:45:33,660
09-Jan-2023 23:55:03,09-Jan-2023 23:57:03,120
10-Jan-2023 00:00:03,10-Jan-2023 00:22:33,1350
10-Jan-2023 00:23:03,10-Jan-2023 00:53:03,1800
10-Jan-2023 00:53:03,10-Jan-2023 00:56:03,180
10-Jan-2023 00:56:03,10-Jan-2023 01:17:03,1260
10-Jan-2023 01:17:03,10-Jan-2023 01:34:03,1020
10-Jan-2023 01:34:03,10-Jan-2023 02:07:33,2010
10-Jan-2023 02:07:33,10-Jan-2023 02:22:33,900
10-Jan-2023 02:22:33,10-Jan-2023 02:31:03,510
10-Jan-2023 02:31:03,10-Jan-2023 02:48:03,1020
10-Jan-2023 02:48:33,10-Jan-2023 02:50:03,90
10-Jan-2023 02:50:03,10-Jan-2023 02:54:33,270
10-Jan-2023 02:54:33,10-Jan-2023 03:24:33,1800
10-Jan-2023 03:24:33,10-Jan-2023 03:27:03,150
10-Jan-2023 03:27:03,10-Jan-2023 03:29:03,120
10-Jan-2023 03:29:03,10-Jan-2023 03:33:33,270
10-Jan-2023 03:33:33,10-Jan-2023 04:10:03,2190
10-Jan-2023 04:10:03,10-Jan-2023 04:31:03,1260
10-Jan-2023 04:31:03,10-Jan-2023 05:25:03,3240
10-Jan-2023 05:25:03,10-Jan-2023 05:33:03,480
10-Jan-2023 05:34:03,10-Jan-2023 05:38:03,240
10-Jan-2023 06:20:03,10-Jan-2023 07:15:03,3300
10-Jan-2023 07:15:03,10-Jan-2023 07:27:33,750
10-Jan-2023 07:28:03,10-Jan-2023 07:29:03,60
10-Jan-2023 22:26:33,10-Jan-2023 22:33:03,390
10-Jan-2023 23:27:33,10-Jan-2023 23:46:33,1140
10-Jan-2023 23:49:03,11-Jan-2023 00:04:33,930
11-Jan-2023 00:04:33,11-Jan-2023 00:07:03,150
11-Jan-2023 00:07:03,11-Jan-2023 00:32:33,1530
11-Jan-2023 00:38:03,11-Jan-2023 02:18:03,6000
11-Jan-2023 02:18:03,11-Jan-2023 02:28:33,630
11-Jan-2023 02:28:33,11-Jan-2023 03:04:03,2130
11-Jan-2023 03:04:03,11-Jan-2023 03:12:33,510
11-Jan-2023 03:12:33,11-Jan-2023 03:19:33,420
11-Jan-2023 03:22:33,11-Jan-2023 03:35:03,750
11-Jan-2023 03:35:03,11-Jan-2023 03:54:03,1140
11-Jan-2023 03:56:33,11-Jan-2023 04:01:03,270
11-Jan-2023 04:02:33,11-Jan-2023 04:49:03,2790
11-Jan-2023 04:49:33,11-Jan-2023 05:08:03,1110
11-Jan-2023 05:09:03,11-Jan-2023 05:13:03,240
11-Jan-2023 05:13:03,11-Jan-2023 05:31:33,1110
11-Jan-2023 05:31:33,11-Jan-2023 06:06:33,2100
11-Jan-2023 06:06:33,11-Jan-2023 06:14:33,480
11-Jan-2023 06:14:33,11-Jan-2023 06:28:33,840
11-Jan-2023 06:29:03,11-Jan-2023 06:34:03,300
11-Jan-2023 06:44:33,11-Jan-2023 07:29:03,2670
11-Jan-2023 22:23:03,11-Jan-2023 22:44:33,1290
11-Jan-2023 23:45:03,11-Jan-2023 23:52:33,450
11-Jan-2023 23:54:33,12-Jan-2023 00:07:33,780
12-Jan-2023 00:07:33,12-Jan-2023 00:17:03,570
12-Jan-2023 00:17:03,12-Jan-2023 00:24:03,420
12-Jan-2023 00:24:03,12-Jan-2023 00:39:33,930
12-Jan-2023 00:39:33,12-Jan-2023 00:42:03,150
12-Jan-2023 00:42:03,12-Jan-2023 00:43:03,60
12-Jan-2023 00:47:33,12-Jan-2023 01:25:03,2250
12-Jan-2023 01:25:03,12-Jan-2023 01:27:33,150
12-Jan-2023 01:27:33,12-Jan-2023 01:51:33,1440
12-Jan-2023 01:51:33,12-Jan-2023 01:54:03,150
12-Jan-2023 01:54:33,12-Jan-2023 01:56:33,120
12-Jan-2023 01:56:33,12-Jan-2023 02:19:33,1380
12-Jan-2023 02:19:33,12-Jan-2023 02:59:33,2400
12-Jan-2023 02:59:33,12-Jan-2023 03:30:03,1830
12-Jan-2023 03:30:03,12-Jan-2023 03:44:03,840
12-Jan-2023 03:44:33,12-Jan-2023 03:47:03,150
12-Jan-2023 03:47:03,12-Jan-2023 04:06:03,1140
12-Jan-2023 04:09:33,12-Jan-2023 05:11:33,3720
12-Jan-2023 05:11:33,12-Jan-2023 05:13:03,90
12-Jan-2023 05:13:03,12-Jan-2023 05:16:33,210
12-Jan-2023 05:16:33,12-Jan-2023 05:35:03,1110
12-Jan-2023 05:35:03,12-Jan-2023 05:46:33,690
12-Jan-2023 05:47:33,12-Jan-2023 05:49:33,120
12-Jan-2023 05:50:03,12-Jan-2023 06:20:03,1800
12-Jan-2023 06:20:03,12-Jan-2023 06:21:33,90
12-Jan-2023 06:21:33,12-Jan-2023 06:25:03,210
12-Jan-2023 06:25:03,12-Jan-2023 06:25:33,30
12-Jan-2023 06:25:33,12-Jan-2023 06:29:33,240
12-Jan-2023 06:29:33,12-Jan-2023 06:43:33,840
12-Jan-2023 06:46:03,12-Jan-2023 06:48:03,120
12-Jan-2023 06:49:03,12-Jan-2023 07:28:33,2370
12-Jan-2023 23:33:11,12-Jan-2023 23:34:41,90
12-Jan-2023 23:37:41,12-Jan-2023 23:44:11,390
12-Jan-2023 23:45:41,13-Jan-2023 00:16:41,1860
13-Jan-2023 00:18:11,13-Jan-2023 00:34:11,960
13-Jan-2023 00:34:11,13-Jan-2023 00:41:11,420
13-Jan-2023 00:41:11,13-Jan-2023 01:00:11,1140
13-Jan-2023 01:01:11,13-Jan-2023 01:24:11,1380
13-Jan-2023 01:24:11,13-Jan-2023 01:24:41,30
13-Jan-2023 01:24:41,13-Jan-2023 01:30:11,330
13-Jan-2023 01:30:11,13-Jan-2023 01:39:41,570
13-Jan-2023 01:39:41,13-Jan-2023 01:44:11,270
13-Jan-2023 01:44:11,13-Jan-2023 02:03:11,1140
13-Jan-2023 02:03:11,13-Jan-2023 02:56:41,3210
13-Jan-2023 02:58:41,13-Jan-2023 03:22:41,1440
13-Jan-2023 03:22:41,13-Jan-2023 03:39:11,990
13-Jan-2023 03:39:11,13-Jan-2023 03:39:41,30
13-Jan-2023 03:39:41,13-Jan-2023 03:46:41,420
13-Jan-2023 03:46:41,13-Jan-2023 03:47:41,60
13-Jan-2023 03:47:41,13-Jan-2023 03:53:41,360
13-Jan-2023 03:54:41,13-Jan-2023 04:58:41,3840
13-Jan-2023 05:22:11,13-Jan-2023 05:38:41,990
13-Jan-2023 05:39:11,13-Jan-2023 05:57:41,1110
13-Jan-2023 05:57:41,13-Jan-2023 06:48:11,3030
13-Jan-2023 06:48:11,13-Jan-2023 07:21:11,1980
13-Jan-2023 07:24:11,13-Jan-2023 07:29:41,330
13-Jan-2023 07:30:41,13-Jan-2023 07:34:11,210
13-Jan-2023 07:35:41,13-Jan-2023 07:38:41,180
13-Jan-2023 22:37:03,13-Jan-2023 22:38:03,60
13-Jan-2023 22:43:03,13-Jan-2023 22:54:33,690
13-Jan-2023 23:52:33,13-Jan-2023 23:56:33,240
13-Jan-2023 23:57:33,14-Jan-2023 00:01:33,240
14-Jan-2023 00:02:03,14-Jan-2023 00:20:33,1110
14-Jan-2023 00:20:33,14-Jan-2023 00:50:33,1800
14-Jan-2023 00:50:33,14-Jan-2023 00:53:03,150
14-Jan-2023 00:53:03,14-Jan-2023 01:07:33,870
14-Jan-2023 01:07:33,14-Jan-2023 02:07:33,3600
14-Jan-2023 02:07:33,14-Jan-2023 02:09:03,90
14-Jan-2023 02:12:33,14-Jan-2023 02:23:03,630
14-Jan-2023 02:23:03,14-Jan-2023 02:25:33,150
14-Jan-2023 02:26:03,14-Jan-2023 02:31:33,330
14-Jan-2023 02:31:33,14-Jan-2023 02:46:03,870
14-Jan-2023 02:46:03,14-Jan-2023 03:11:03,1500
14-Jan-2023 03:11:03,14-Jan-2023 03:14:03,180
14-Jan-2023 03:14:03,14-Jan-2023 03:42:33,1710
14-Jan-2023 03:43:03,14-Jan-2023 03:55:33,750
14-Jan-2023 03:55:33,14-Jan-2023 04:09:33,840
14-Jan-2023 04:15:03,14-Jan-2023 05:21:33,3990
14-Jan-2023 05:22:33,14-Jan-2023 05:52:33,1800
14-Jan-2023 05:52:33,14-Jan-2023 06:19:03,1590
14-Jan-2023 06:19:03,14-Jan-2023 07:21:33,3750
14-Jan-2023 07:21:33,14-Jan-2023 07:25:03,210
14-Jan-2023 07:27:03,14-Jan-2023 07:29:03,120
14-Jan-2023 07:34:03,14-Jan-2023 07:40:03,360
14-Jan-2023 07:41:33,14-Jan-2023 07:53:03,690
14-Jan-2023 07:54:03,14-Jan-2023 07:55:33,90
14-Jan-2023 08:01:03,14-Jan-2023 08:02:33,90
15-Jan-2023 01:48:39,15-Jan-2023 02:03:09,870
15-Jan-2023 02:03:09,15-Jan-2023 02:20:39,1050
15-Jan-2023 02:24:39,15-Jan-2023 02:25:39,60
15-Jan-2023 02:44:39,15-Jan-2023 02:46:09,90
15-Jan-2023 02:47:39,15-Jan-2023 02:52:09,270
15-Jan-2023 02:53:09,15-Jan-2023 02:56:39,210
15-Jan-2023 02:58:09,15-Jan-2023 03:01:09,180
15-Jan-2023 03:03:39,15-Jan-2023 03:16:39,780
15-Jan-2023 03:18:09,15-Jan-2023 03:29:09,660
15-Jan-2023 03:29:09,15-Jan-2023 04:04:39,2130
15-Jan-2023 04:04:39,15-Jan-2023 04:12:39,480
15-Jan-2023 04:12:39,15-Jan-2023 04:30:39,1080
15-Jan-2023 04:31:09,15-Jan-2023 04:33:09,120
15-Jan-2023 04:33:09,15-Jan-2023 04:55:39,1350
15-Jan-2023 04:55:39,15-Jan-2023 05:20:39,1500
15-Jan-2023 05:20:39,15-Jan-2023 05:22:09,90
15-Jan-2023 05:22:09,15-Jan-2023 05:23:09,60
15-Jan-2023 05:23:09,15-Jan-2023 05:36:39,810
15-Jan-2023 05:36:39,15-Jan-2023 06:04:09,1650
15-Jan-2023 06:08:09,15-Jan-2023 06:17:09,540
15-Jan-2023 06:19:09,15-Jan-2023 06:23:09,240
15-Jan-2023 06:23:39,15-Jan-2023 06:30:09,390
15-Jan-2023 06:31:09,15-Jan-2023 07:05:09,2040
15-Jan-2023 07:06:09,15-Jan-2023 07:14:09,480
15-Jan-2023 07:14:09,15-Jan-2023 07:19:39,330
15-Jan-2023 07:22:39,15-Jan-2023 07:25:39,180
15-Jan-2023 22:07:03,15-Jan-2023 22:19:03,720
15-Jan-2023 22:19:03,15-Jan-2023 22:31:33,750
15-Jan-2023 22:32:03,15-Jan-2023 22:40:03,480
15-Jan-2023 22:43:33,15-Jan-2023 22:44:33,60
15-Jan-2023 23:04:03,15-Jan-2023 23:24:33,1230
15-Jan-2023 23:24:33,16-Jan-2023 00:02:33,2280
16-Jan-2023 00:02:33,16-Jan-2023 00:53:33,3060
16-Jan-2023 00:53:33,16-Jan-2023 01:36:33,2580
16-Jan-2023 01:37:03,16-Jan-2023 01:41:03,240
16-Jan-2023 01:41:33,16-Jan-2023 01:49:03,450
16-Jan-2023 01:50:03,16-Jan-2023 02:21:03,1860
16-Jan-2023 02:21:03,16-Jan-2023 02:31:33,630
16-Jan-2023 02:31:33,16-Jan-2023 02:46:03,870
16-Jan-2023 02:46:03,16-Jan-2023 03:12:03,1560
