Date/Time,Calories (cal),Total Carbs (g),Protein (g),Total Fat (g),Sugar (g),Fiber(g),Sugar Alcohols (g)
28-May-2023 15:15:00,194.8,17.0,10.8,9.3,2.3,1.6,NaN
28-May-2023 15:00:00,110.0,2.0,20.0,2.0,2.0,NaN,NaN
28-May-2023 18:00:00,403.7,2.5,28.3,31.1,2.5,0.0,NaN
28-May-2023 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
28-May-2023 19:00:00,174.2,0.7,13.5,12.9,0.6,0.0,NaN
28-May-2023 22:00:00,174.5,7.3,24.8,5.7,2.8,2.6,NaN
28-May-2023 22:00:00,477.0,2.9,1.9,50.9,2.5,0.4,NaN
28-May-2023 22:00:00,1001.2,87.8,0.0,2.1,84.2,0.0,NaN
29-May-2023 09:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
29-May-2023 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-May-2023 10:15:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
29-May-2023 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-May-2023 10:30:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
29-May-2023 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-May-2023 10:30:00,220.0,4.0,40.0,4.0,4.0,NaN,NaN
29-May-2023 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-May-2023 11:45:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
29-May-2023 11:45:00,9.6,0.0,1.1,0.2,0.0,0.0,NaN
29-May-2023 11:45:00,37.8,0.8,0.8,3.4,0.0,0.7,NaN
29-May-2023 16:15:00,10.1,2.1,0.7,0.1,1.4,0.9,NaN
29-May-2023 13:15:00,15.4,2.3,2.2,0.2,1.4,0.7,NaN
29-May-2023 13:15:00,5.2,1.1,0.2,0.1,0.6,0.5,NaN
29-May-2023 16:15:00,64.0,14.9,1.8,0.2,6.8,2.7,NaN
29-May-2023 16:15:00,55.8,2.4,3.2,3.8,1.8,0.1,NaN
29-May-2023 13:15:00,360.0,8.0,16.0,28.0,0.0,0.0,NaN
29-May-2023 16:15:00,260.6,0.0,32.5,14.5,0.0,0.0,NaN
29-May-2023 16:15:00,300.5,4.4,16.1,24.4,0.0,0.0,NaN
29-May-2023 13:15:00,106.6,0.0,11.6,6.3,0.0,0.0,NaN
29-May-2023 13:15:00,61.8,0.0,13.8,0.3,0.0,0.0,NaN
29-May-2023 18:00:00,1032.0,85.2,11.0,0.0,0.0,0.0,NaN
29-May-2023 22:00:00,240.2,21.4,13.4,11.3,3.9,5.7,NaN
29-May-2023 22:00:00,478.0,2.9,1.9,51.0,2.5,0.4,NaN
29-May-2023 22:00:00,86.4,0.0,16.8,2.1,0.0,0.0,NaN
29-May-2023 22:00:00,520.2,67.0,6.3,25.3,0.5,7.0,NaN
29-May-2023 22:00:00,248.4,28.3,4.2,13.2,25.5,0.8,NaN
29-May-2023 22:00:00,745.2,85.0,12.6,39.6,76.4,2.5,NaN
30-May-2023 09:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
30-May-2023 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 09:00:00,330.0,6.0,60.0,6.0,6.0,NaN,NaN
30-May-2023 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 09:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
30-May-2023 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 09:00:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 09:30:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
30-May-2023 09:30:00,4.8,0.0,0.6,0.1,0.0,0.0,NaN
30-May-2023 09:30:00,74.4,5.7,4.0,3.9,5.9,0.0,NaN
30-May-2023 10:45:00,96.8,0.4,7.5,7.2,0.3,0.0,NaN
30-May-2023 10:45:00,305.2,1.5,19.1,24.8,0.3,0.0,NaN
30-May-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 15:00:00,180.0,4.0,8.0,14.0,0.0,0.0,NaN
30-May-2023 15:00:00,150.3,2.2,8.1,12.2,0.0,0.0,NaN
30-May-2023 15:00:00,10.5,2.0,0.9,0.1,0.6,0.9,NaN
30-May-2023 17:00:00,10.8,2.6,0.5,0.1,1.3,0.7,NaN
30-May-2023 17:00:00,17.3,3.9,0.4,0.0,2.3,0.9,NaN
30-May-2023 15:00:00,4.9,0.7,0.2,0.1,0.5,0.3,NaN
30-May-2023 17:00:00,50.0,1.0,0.0,5.0,NaN,NaN,NaN
30-May-2023 15:00:00,52.7,2.2,3.0,3.6,1.7,0.1,NaN
30-May-2023 17:00:00,11.9,2.2,0.5,0.3,1.4,0.4,NaN
30-May-2023 15:00:00,218.9,0.0,27.3,12.2,0.0,0.0,NaN
30-May-2023 16:15:00,120.0,1.0,11.0,8.0,0.0,0.0,NaN
30-May-2023 16:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
30-May-2023 16:45:00,220.0,25.7,7.3,18.3,1.8,7.3,16.5
30-May-2023 16:45:00,4.8,0.0,0.6,0.1,0.0,0.0,NaN
30-May-2023 16:45:00,37.2,2.8,2.0,1.9,2.9,0.0,NaN
30-May-2023 18:00:00,7.2,0.0,0.9,0.1,0.0,0.0,NaN
30-May-2023 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-May-2023 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 08:15:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
31-May-2023 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 08:15:00,100.8,4.2,14.2,2.9,4.2,0.0,NaN
31-May-2023 08:15:00,240.0,13.3,6.7,22.7,0.7,5.3,6.7
31-May-2023 08:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
31-May-2023 08:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
31-May-2023 08:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
31-May-2023 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 07:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
31-May-2023 08:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
31-May-2023 08:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
31-May-2023 10:15:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
31-May-2023 10:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
31-May-2023 10:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
31-May-2023 12:30:00,256.3,3.9,0.8,27.6,0.0,0.0,NaN
31-May-2023 12:30:00,232.5,1.7,18.9,15.9,1.7,0.0,NaN
31-May-2023 12:30:00,33.3,0.3,2.0,2.7,0.0,0.0,NaN
31-May-2023 12:30:00,20.4,3.0,2.0,0.0,0.0,2.0,NaN
31-May-2023 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
31-May-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
31-May-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
31-May-2023 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
31-May-2023 18:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
31-May-2023 19:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
31-May-2023 19:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
31-May-2023 20:00:00,752.0,5.6,66.4,51.2,1.6,1.6,NaN
31-May-2023 20:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
31-May-2023 21:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
31-May-2023 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
01-Jun-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 07:00:00,360.0,20.0,10.0,34.0,2.0,8.0,10.0
01-Jun-2023 07:00:00,96.0,3.0,9.0,5.4,3.0,0.0,NaN
01-Jun-2023 07:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 08:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
01-Jun-2023 08:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
01-Jun-2023 08:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
01-Jun-2023 10:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
01-Jun-2023 10:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
01-Jun-2023 10:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
01-Jun-2023 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 12:30:00,480.0,4.0,104.0,4.0,0.0,0.0,NaN
01-Jun-2023 12:30:00,61.2,12.0,6.0,0.0,6.0,6.1,NaN
01-Jun-2023 12:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jun-2023 12:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
01-Jun-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
01-Jun-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
01-Jun-2023 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jun-2023 16:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
01-Jun-2023 20:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jun-2023 20:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jun-2023 20:15:00,79.2,8.0,0.0,0.0,NaN,7.9,NaN
01-Jun-2023 20:15:00,269.0,3.0,42.0,10.5,0.0,0.0,NaN
01-Jun-2023 21:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
01-Jun-2023 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 06:45:00,360.0,20.0,10.0,34.0,2.0,8.0,10.0
02-Jun-2023 06:45:00,105.4,3.3,9.9,5.9,3.3,0.0,NaN
02-Jun-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
02-Jun-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 07:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 08:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
02-Jun-2023 08:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
02-Jun-2023 08:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
02-Jun-2023 10:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
02-Jun-2023 10:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
02-Jun-2023 10:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
02-Jun-2023 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 12:30:00,480.0,4.0,104.0,4.0,0.0,0.0,NaN
02-Jun-2023 12:30:00,61.2,12.0,6.0,0.0,6.0,6.1,NaN
02-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
02-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
02-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
02-Jun-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
02-Jun-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
02-Jun-2023 15:30:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
02-Jun-2023 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 17:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
02-Jun-2023 17:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
02-Jun-2023 18:00:00,33.0,0.3,5.2,1.1,0.0,0.0,NaN
02-Jun-2023 18:30:00,426.4,0.0,46.4,25.3,0.0,0.0,NaN
02-Jun-2023 18:30:00,109.2,5.6,6.1,6.8,0.9,3.3,NaN
02-Jun-2023 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 19:00:00,0.7,0.1,0.0,0.0,0.0,0.0,NaN
02-Jun-2023 23:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
02-Jun-2023 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
03-Jun-2023 08:45:00,262.3,14.6,7.3,24.8,1.5,5.8,7.3
03-Jun-2023 08:45:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
03-Jun-2023 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
03-Jun-2023 08:45:00,107.2,4.4,15.1,3.1,4.4,0.0,NaN
03-Jun-2023 09:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
03-Jun-2023 09:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
03-Jun-2023 09:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
03-Jun-2023 10:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
03-Jun-2023 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
03-Jun-2023 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
03-Jun-2023 10:45:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
03-Jun-2023 10:45:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
03-Jun-2023 10:45:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
03-Jun-2023 10:45:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
03-Jun-2023 10:45:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
03-Jun-2023 10:45:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
03-Jun-2023 11:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
03-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
03-Jun-2023 12:15:00,28.2,7.0,1.4,0.0,2.8,1.4,NaN
03-Jun-2023 12:15:00,35.3,7.0,0.0,0.0,0.0,7.0,NaN
03-Jun-2023 12:15:00,317.5,0.0,56.4,12.3,0.0,0.0,NaN
03-Jun-2023 12:15:00,202.8,7.0,1.8,19.4,0.9,5.3,NaN
03-Jun-2023 13:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
03-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
03-Jun-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
03-Jun-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
03-Jun-2023 19:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
03-Jun-2023 20:45:00,191.2,0.0,21.7,11.2,0.0,0.0,NaN
03-Jun-2023 20:45:00,44.0,0.5,6.9,1.4,0.0,0.0,NaN
03-Jun-2023 20:45:00,101.5,0.5,6.7,8.1,0.3,0.0,NaN
03-Jun-2023 20:45:00,56.1,1.3,0.7,5.5,1.0,0.0,NaN
03-Jun-2023 20:45:00,8.0,1.6,0.3,0.1,1.1,0.5,NaN
03-Jun-2023 20:45:00,28.2,7.0,1.4,0.0,2.8,1.4,NaN
03-Jun-2023 20:45:00,5.2,1.0,0.5,0.1,0.3,0.5,NaN
03-Jun-2023 22:45:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
03-Jun-2023 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 09:15:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
04-Jun-2023 09:15:00,30.6,1.0,1.0,2.5,0.0,1.0,NaN
04-Jun-2023 09:15:00,295.7,0.0,0.0,35.5,0.0,0.0,NaN
04-Jun-2023 09:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
04-Jun-2023 09:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
04-Jun-2023 09:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
04-Jun-2023 09:15:00,119.0,3.1,26.0,1.0,1.0,2.2,NaN
04-Jun-2023 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 11:00:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 11:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
04-Jun-2023 11:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
04-Jun-2023 11:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
04-Jun-2023 11:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
04-Jun-2023 11:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
04-Jun-2023 11:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
04-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jun-2023 12:15:00,28.2,7.0,1.4,0.0,2.8,1.4,NaN
04-Jun-2023 12:15:00,35.3,7.0,0.0,0.0,0.0,7.0,NaN
04-Jun-2023 12:15:00,317.5,0.0,56.4,12.3,0.0,0.0,NaN
04-Jun-2023 12:15:00,202.8,7.0,1.8,19.4,0.9,5.3,NaN
04-Jun-2023 12:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jun-2023 15:00:00,180.2,2.0,13.0,13.0,1.0,NaN,NaN
04-Jun-2023 15:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
04-Jun-2023 18:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
04-Jun-2023 20:00:00,358.7,4.0,56.0,14.0,0.0,0.0,NaN
04-Jun-2023 20:00:00,69.3,7.0,0.0,0.0,NaN,6.9,NaN
04-Jun-2023 20:00:00,30.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jun-2023 20:00:00,30.0,0.0,0.0,0.0,NaN,NaN,NaN
04-Jun-2023 20:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jun-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jun-2023 21:15:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
04-Jun-2023 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
05-Jun-2023 07:00:00,180.0,10.0,5.0,17.0,1.0,4.0,5.0
05-Jun-2023 07:00:00,131.8,4.1,13.2,6.6,4.1,0.0,NaN
05-Jun-2023 07:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 08:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
05-Jun-2023 08:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
05-Jun-2023 08:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
05-Jun-2023 10:30:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
05-Jun-2023 10:30:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
05-Jun-2023 10:30:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
05-Jun-2023 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 12:15:00,93.9,0.7,7.6,6.4,0.7,0.0,NaN
05-Jun-2023 12:15:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
05-Jun-2023 12:15:00,54.0,0.0,5.4,3.6,0.0,0.0,NaN
05-Jun-2023 12:15:00,42.9,0.4,2.6,3.4,0.0,0.0,NaN
05-Jun-2023 12:15:00,32.4,2.9,3.4,0.7,0.5,1.9,NaN
05-Jun-2023 12:15:00,209.3,0.0,39.3,4.6,0.0,0.0,NaN
05-Jun-2023 12:15:00,236.6,3.9,0.0,23.7,0.0,0.0,NaN
05-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
05-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
05-Jun-2023 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 14:00:00,10.0,2.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
05-Jun-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
05-Jun-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
05-Jun-2023 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 19:15:00,86.8,0.6,7.0,5.9,0.6,0.0,NaN
05-Jun-2023 19:30:00,302.0,0.0,16.0,17.0,0.0,0.0,NaN
05-Jun-2023 19:30:00,3.0,1.0,0.0,0.0,1.0,1.0,NaN
05-Jun-2023 19:30:00,4.0,1.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 19:30:00,11.0,2.0,0.0,0.0,1.0,1.0,NaN
05-Jun-2023 19:30:00,19.0,1.0,0.0,0.0,1.0,0.0,NaN
05-Jun-2023 19:30:00,3.0,1.0,0.0,0.0,0.0,0.0,NaN
05-Jun-2023 19:30:00,3.0,1.0,0.0,0.0,1.0,1.0,NaN
05-Jun-2023 19:30:00,15.0,0.0,0.0,0.0,NaN,NaN,NaN
05-Jun-2023 19:30:00,100.0,0.0,0.0,12.0,0.0,NaN,NaN
05-Jun-2023 19:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
05-Jun-2023 20:15:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
05-Jun-2023 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
06-Jun-2023 07:00:00,180.0,10.0,5.0,17.0,1.0,4.0,5.0
06-Jun-2023 07:00:00,128.0,4.0,12.8,6.4,4.0,0.0,NaN
06-Jun-2023 07:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
06-Jun-2023 07:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
06-Jun-2023 07:15:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
06-Jun-2023 08:15:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 09:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
06-Jun-2023 09:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
06-Jun-2023 10:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
06-Jun-2023 10:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
06-Jun-2023 10:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
06-Jun-2023 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 11:00:00,10.0,2.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 12:45:00,93.9,0.7,7.6,6.4,0.7,0.0,NaN
06-Jun-2023 12:45:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
06-Jun-2023 12:45:00,54.0,0.0,5.4,3.6,0.0,0.0,NaN
06-Jun-2023 12:45:00,42.9,0.4,2.6,3.4,0.0,0.0,NaN
06-Jun-2023 12:45:00,32.4,2.9,3.4,0.7,0.5,1.9,NaN
06-Jun-2023 12:45:00,209.3,0.0,39.3,4.6,0.0,0.0,NaN
06-Jun-2023 12:45:00,236.6,3.9,0.0,23.7,0.0,0.0,NaN
06-Jun-2023 13:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
06-Jun-2023 13:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
06-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
06-Jun-2023 15:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
06-Jun-2023 15:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
06-Jun-2023 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jun-2023 19:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
06-Jun-2023 19:30:00,37.2,7.3,3.6,0.0,3.6,3.7,NaN
06-Jun-2023 19:30:00,344.7,0.0,47.3,15.9,0.0,0.0,NaN
06-Jun-2023 19:30:00,30.0,2.0,0.0,2.0,0.0,0.0,NaN
06-Jun-2023 19:30:00,59.1,0.0,0.0,6.9,NaN,NaN,NaN
06-Jun-2023 20:30:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
06-Jun-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
07-Jun-2023 06:45:00,123.4,6.9,3.4,11.7,0.7,2.7,3.4
07-Jun-2023 06:45:00,127.1,4.0,12.7,6.3,4.0,0.0,NaN
07-Jun-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
07-Jun-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
07-Jun-2023 07:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
07-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
07-Jun-2023 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
07-Jun-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
07-Jun-2023 08:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
07-Jun-2023 08:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
07-Jun-2023 10:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
07-Jun-2023 10:00:00,7.4,0.2,0.2,0.6,0.0,0.2,NaN
07-Jun-2023 10:00:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
07-Jun-2023 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
